id,order_id,space_id,score,can,comment,created_at,updated_at,activity,is_pay,people
911,31910,118,10,1,,17APR18:16:32:00,17APR18:16:32:00,,,
912,29234,15,8,1,投影機下方的插座建議提供三孔插座，通常會用來接電腦設備,17APR18:16:42:01,17APR18:16:42:01,,,
913,31719,86,10,1,,17APR18:18:36:17,17APR18:18:36:17,,,
914,29607,122,9,1,兩次的結果都很滿意，除了冷氣。第一次冷氣無法開啟，搞了好久才開。第二次碰上冷氣故障，只有送風。,17APR18:19:09:23,17APR18:19:09:23,,,
915,30971,24,8,1,,18APR18:08:34:33,18APR18:08:34:33,,,
916,31874,21,8,1,,18APR18:08:40:35,18APR18:08:40:35,,,
917,29337,62,2,1,廁所有人亂拉屎，馬桶被噴得很噁心，垃圾桶裡可見擦大便的衛生紙，建議貴司於晚間需要指派專人定時維護衛生。,18APR18:13:08:37,18APR18:13:08:37,,,
918,30224,71,9,1,接近100分，只有廁所空間小略嫌可惜，雖然可以借旁邊的麥當勞或肯德基廁所解決有多人同時要上廁所的問題，不過瑕不掩瑜。,18APR18:13:17:17,18APR18:13:17:17,,,
919,27773,4,10,1,,18APR18:18:33:07,18APR18:18:33:07,,,
920,30154,81,9,1,空間與清潔度都很不錯，謝謝提供那麼好的場地。,18APR18:18:42:20,18APR18:18:42:20,,,
921,31992,83,7,1,當天 人到松江南京305教室，門沒鎖！？..而且剛開始 教室??空氣品質有?不好 悶悶的..冷氣開了之後 有比較好..開會 講話時.地板有回音@@..女洗手間應該可以更乾淨 竟沒放?生紙！？..或許 可將－包衛生紙放在教室呀~..教室裡天花板的油漆可以補－下 白漆..才不會覺得 老舊 落漆……..因已向?公司反應過 開會時有?潢? 你們公司已做出退?處理 謝謝！..還在考慮是否下次會去其它小樹屋的分店試試..期待南京松江 可改進..因地點對 大家來說還是比較方便。 加油！....Ps.離開時 才發現..不小心?走一隻白板筆..門已鎖上..就直接把白板筆躺在門把上..希望物歸原地,18APR18:19:12:09,18APR18:19:12:09,,,
922,31362,16,10,1,希望可以提供高腳椅,18APR18:19:15:38,18APR18:19:15:38,,,
923,25380,4,6,1,冷氣怪怪的,18APR18:20:41:06,18APR18:20:41:06,,,
924,31872,115,10,0,超棒的，我們大家都是第一次來，大家都非常喜歡這個空間，以後還想再來??,18APR18:20:54:31,18APR18:20:54:31,,,
925,29709,62,2,1,小樹屋的廁所衛生管理不佳，建議晚間需要有專人維護衛生整潔。,18APR18:21:59:39,18APR18:21:59:39,,,
926,31593,112,10,1,,19APR18:00:02:22,19APR18:00:02:22,,,
927,30581,87,1,0,非常差，我們舉辦活動，結果投影放不出聲音，聲音非常小，小到要大家不要出聲，這樣活動無法進行,19APR18:10:00:13,19APR18:10:00:13,,,
928,31020,79,7,1,（1）隔音有點糟糕！..（2）螢幕線與桌子離太遠，根本拉不到！,19APR18:18:34:49,19APR18:18:34:49,,,
929,31022,79,6,1,（1）隔音不好..（2）投影機線離桌子太遠，根本拉不到！,19APR18:18:35:43,19APR18:18:35:43,,,
930,31756,88,8,1,,19APR18:20:26:09,19APR18:20:26:09,,,
931,31494,69,7,1,是一間不錯的和式房，我會和朋友一起在此做瑜珈及聚會，期待下一次能再度來,19APR18:21:23:37,19APR18:21:23:37,,,
932,30071,17,9,0,洗手間只有一間很不方便,19APR18:22:06:50,19APR18:22:06:50,,,
933,31408,51,7,1,隔壁房間在進行團契活動之類的，似乎還沒關門，真的非常吵雜！讓使用感受不太好。但整體環境乾淨舒適。,20APR18:18:33:39,20APR18:18:33:39,,,
934,29060,87,8,1,感覺投影機的音量不夠大，但又禁止帶擴音設備,20APR18:19:28:05,20APR18:19:28:05,,,
935,32328,103,8,1,,20APR18:19:28:34,20APR18:19:28:34,,,
936,31720,86,10,1,,20APR18:21:41:28,20APR18:21:41:28,,,
937,31080,85,6,1,1.如果可以應該開放活動開始前10分鐘給密碼。..2.方便應該提供門擋，待活動進行後在關門,20APR18:22:29:51,20APR18:22:29:51,,,
938,32287,3,9,1,方便乾淨實惠,21APR18:02:35:53,21APR18:02:35:53,,,
939,32442,112,9,1,很舒適的空間跟氛圍，但是地板有點空隙，坐著都會發出聲音。不知道是不是設計的關係，講話很容易有回音。..上次反應廁所有味道，這次完全沒有。..非常喜歡東門的教室。,21APR18:18:35:49,21APR18:18:35:49,,,
940,32442,112,9,1,很舒適的空間跟氛圍，但是地板有點空隙，坐著都會發出聲音。不知道是不是設計的關係，講話很容易有回音。..上次反應廁所有味道，這次完全沒有。..非常喜歡東門的教室。,21APR18:18:35:49,21APR18:18:35:49,,,
941,32442,112,9,1,很舒適的空間跟氛圍，但是地板有點空隙，坐著都會發出聲音。不知道是不是設計的關係，講話很容易有回音。..上次反應廁所有味道，這次完全沒有。..非常喜歡東門的教室。,21APR18:18:35:51,21APR18:18:35:51,,,
942,32503,102,10,1,,21APR18:21:15:01,21APR18:21:15:01,,,
943,32059,70,7,1,,22APR18:00:14:36,22APR18:00:14:36,,,
944,31952,4,10,1,非常推薦這個空間，歡迎來使用,22APR18:15:05:54,22APR18:15:05:54,,,
945,32231,4,10,1,連續租用兩天，覺得非常便利，超級推薦！,22APR18:15:07:23,22APR18:15:07:23,,,
946,29578,73,5,1,回音有點大,22APR18:18:35:38,22APR18:18:35:38,,,
947,32067,21,10,1,,22APR18:18:40:41,22APR18:18:40:41,,,
948,31837,110,8,1,,22APR18:19:03:40,22APR18:19:03:40,,,
949,31899,116,2,0,冷氣運轉很大聲很吵！..但是如果不開到強風，其他風速整體而言是悶的，開微風甚至有怪味，狹長型的空間沒有良好的通風更顯得窒息。,22APR18:19:10:39,22APR18:19:10:39,,,
950,32297,71,10,1,,22APR18:19:57:25,22APR18:19:57:25,,,
951,29111,6,6,0,1. 建議投影機的線可以更長，讓使用者可以將電腦放在桌上..2. 建議無線網路可以更新，大家無法連上..3. 冷氣機聲音過大，如果兩台都開啟，會影響討論..4. 窗戶隔音不佳，易被交通影響,22APR18:20:34:31,22APR18:20:34:31,,,
952,32113,81,7,1,,22APR18:20:52:22,22APR18:20:52:22,,,
953,32427,83,7,1,地點很好，空間很大。..不過冷氣有點吵，即使使用低風速也是一樣。..室內有異味，需要先將冷氣以高風速循環。..謝謝,22APR18:20:53:55,22APR18:20:53:55,,,
954,32359,86,10,1,,22APR18:21:03:08,22APR18:21:03:08,,,
955,31747,124,10,1,,22APR18:21:52:10,22APR18:21:52:10,,,
956,31929,51,4,1,白板筆沒水＋板擦蠻髒的。這些情況若改善大體來說是不錯的體驗。,22APR18:22:16:07,22APR18:22:16:07,,,
957,32104,20,10,1,,23APR18:01:42:03,23APR18:01:42:03,,,
958,29856,19,10,1,,23APR18:01:42:27,23APR18:01:42:27,,,
959,31114,11,10,1,,23APR18:09:29:41,23APR18:09:29:41,,,
960,32143,22,9,1,,23APR18:09:31:44,23APR18:09:31:44,,,
961,29093,65,10,1,,23APR18:17:06:46,23APR18:17:06:46,,,
962,29684,121,6,1,那個空調完全壞掉了，當天賓客都汗流浹背，這個問題要麻煩解決了。之後若還有機會使用到，希望不要再發生這樣的問題。....其他基本上還不錯，空間、燈光、氣氛等等。,23APR18:18:11:43,23APR18:18:11:43,,,
963,32604,83,10,0,,23APR18:18:36:08,23APR18:18:36:08,,,
964,30662,69,8,0,,23APR18:18:40:46,23APR18:18:40:46,,,
965,32535,87,10,1,,23APR18:18:41:59,23APR18:18:41:59,,,
966,29719,103,9,1,,23APR18:18:51:53,23APR18:18:51:53,,,
967,32401,123,10,1,,23APR18:19:08:26,23APR18:19:08:26,,,
968,30168,4,9,0,,23APR18:19:10:28,23APR18:19:10:28,,,
969,32349,51,9,1,,23APR18:19:35:21,23APR18:19:35:21,,,
970,32705,21,9,1,溫馨舒適的空間，很適合讀書會與聚會喔！,23APR18:20:05:11,23APR18:20:05:11,,,
971,32042,112,10,1,1.覺得隔音比較不好，同一層的即使不是隔壁間，只要稍微大聲一點都會聽到聲音..2.廁所沒有衛生紙不知道能去哪裡補? ....整體還是很不錯！,23APR18:20:45:10,23APR18:20:45:10,,,
972,28403,87,10,0,乾淨整潔又舒適的好地方,23APR18:22:59:12,23APR18:22:59:12,,,
973,25834,83,9,1,廁所位置不慎明顯，這次使用也遇到密碼鎖不能開，後來是用鑰匙打開的，但能夠立即處理問題，感覺還不錯。,24APR18:10:25:45,24APR18:10:25:45,,,
974,28731,122,10,1,,24APR18:12:26:44,24APR18:12:26:44,,,
975,32619,83,8,1,vga線壞了,24APR18:15:43:26,24APR18:15:43:26,,,
976,32676,23,8,0,隔間的隔音還是太差了，遇到沒有自覺的人，聲音大到真的很不舒服。,24APR18:16:54:52,24APR18:16:54:52,,,
977,32846,114,9,1,,24APR18:18:47:10,24APR18:18:47:10,,,
978,32631,20,7,0,,24APR18:19:39:58,24APR18:19:39:58,,,
979,32817,22,6,0,空間本身很不錯，乾淨整齊無異味。..但是多次按電鈴無人應門，得靠好運有住戶出入才可以進入一樓大門。,24APR18:21:30:27,24APR18:21:30:27,,,
980,32770,112,10,1,,24APR18:23:53:11,24APR18:23:53:11,,,
981,31360,122,10,1,,25APR18:06:32:40,25APR18:06:32:40,,,
982,31360,122,10,1,,25APR18:06:32:41,25APR18:06:32:41,,,
983,31360,122,10,1,,25APR18:06:32:42,25APR18:06:32:42,,,
984,32907,24,8,1,,25APR18:18:32:31,25APR18:18:32:31,,,
985,32980,3,1,0,樓上施工，木板隔間，走道不合消防安規,25APR18:22:37:36,25APR18:22:37:36,,,
986,32413,3,1,0,樓上施工，木板隔間，走道不符消防安規,25APR18:22:38:26,25APR18:22:38:26,,,
987,32809,75,10,1,,26APR18:07:30:23,26APR18:07:30:23,,,
988,28613,77,5,1,雖提供8人椅，但桌腳卡著中間，坐起來腳還要歪一邊，十分不合理。這應該是6人空間,26APR18:10:39:57,26APR18:10:39:57,,,
989,27774,5,10,1,,26APR18:14:21:32,26APR18:14:21:32,,,
990,30551,77,10,1,很棒！適合訪問錄影,26APR18:20:30:26,26APR18:20:30:26,,,
991,32262,78,10,0,,26APR18:20:33:29,26APR18:20:33:29,,,
992,33125,115,8,1,,26APR18:22:00:52,26APR18:22:00:52,,,
993,31852,95,6,1,建議放置飲水機，或飲料販賣機。,27APR18:17:39:09,27APR18:17:39:09,,,
994,33186,3,8,1,,27APR18:19:23:50,27APR18:19:23:50,,,
995,30999,65,7,1,希望密碼可以早一點給，預定的時候就給密碼，生效時間是開始使用前10分鐘比較方便。....不然要通知朋友變得很麻煩，有時候主辦人還在路上，就造成有人先到了但被關在門外的情況；若可以提早給，主辦人就可以提早告知參與者，生效時間一到，就可以直接進去了，不用一定要等待主辦人在前５分鐘這麼短的時間再把密碼發送出去～,27APR18:22:34:47,27APR18:22:34:47,,,
996,33316,63,7,1,"第一次使用, 有加時間(提前) & 延時的問題, 密碼一直換造成不便...是否可以改善若同一組人前後時間都用同一組密碼.....再來5分鐘前才發密碼,時間太趕. 應至少30分前通知. 當然我了解是計時...要不價格可以調整.....會議室內清潔度及使用面都okay.",27APR18:23:27:28,27APR18:23:27:28,,,
997,33197,72,10,0,我很喜歡有個立燈，如果不需閱讀紙本文件的話，我會把所有燈都關上只開立燈，這樣讓我感覺放鬆,28APR18:10:04:57,28APR18:10:04:57,,,
998,28580,79,9,1,地點方便、一樓入口與電梯裝潢不錯感覺安全，小樹屋內部也很溫馨。..廁所與垃圾桶都有清楚的標示，可惜的是廁所的洗手乳剛好用完了。,28APR18:13:28:50,28APR18:13:28:50,,,
999,29098,15,9,0,,29APR18:18:34:16,29APR18:18:34:16,,,
1000,33446,104,8,1,冷氣很難控制，調低以後調不回高..還是很需要廁所有衛生紙,29APR18:21:41:33,29APR18:21:41:33,,,
1001,31579,25,9,1,如果公共空間有飲水機、廁所有衛生紙就更好了,29APR18:23:49:39,29APR18:23:49:39,,,
1002,33473,103,1,1,冷氣忽冷忽熱，跟之前使用的感覺完全不同，老師跟學生一直在調整冷氣的溫度，大大降低專注力,29APR18:23:55:34,29APR18:23:55:34,,,
1003,33473,103,1,1,冷氣忽冷忽熱，跟之前使用的感覺完全不同，老師跟學生一直在調整冷氣的溫度，大大降低專注力,29APR18:23:55:35,29APR18:23:55:35,,,
1004,32023,8,8,1,,30APR18:08:43:12,30APR18:08:43:12,,,
1005,32891,10,9,1,五分鐘前才能開門預備有點晚了,30APR18:09:30:38,30APR18:09:30:38,,,
1006,33270,125,8,0,,30APR18:11:32:11,30APR18:11:32:11,,,
1007,32593,87,9,1,場地不錯，窗外景色又好。..隔間不會互相干擾，衛生間能改成男女分開更好。,30APR18:13:14:58,30APR18:13:14:58,,,
1008,32929,83,8,1,?講話的聲音，很容易產生回音..?電燈會直接投射螢幕，若是關閉，整個會太暗,30APR18:14:24:36,30APR18:14:24:36,,,
1009,30043,122,10,0,,30APR18:16:03:27,30APR18:16:03:27,,,
1010,33485,91,1,1,一位阿姨坐在沙發雙手交握在胸前，確認我有沒有訂位，口氣還很差，一副我有訂位置嗎？..這是小樹屋的待客之道？,30APR18:19:26:19,30APR18:19:26:19,,,
1011,33008,88,9,0,,30APR18:20:43:06,30APR18:20:43:06,,,
1012,33104,85,10,1,,30APR18:22:26:36,30APR18:22:26:36,,,
1013,29556,41,10,1,喜歡,01MAY18:05:03:42,01MAY18:05:03:42,,,
1014,33056,7,9,0,超時的罰金如果能有其他方案加入延時裡感覺會更好~,01MAY18:09:16:50,01MAY18:09:16:50,,,
1015,31012,3,10,1,,01MAY18:17:30:36,01MAY18:17:30:36,,,
1016,33647,112,8,1,有時候隔音會較差，當隔壁聲音很大聲時會受到一點干擾～但其他部分都很棒,01MAY18:19:10:03,01MAY18:19:10:03,,,
1017,31709,62,10,1,,01MAY18:19:47:57,01MAY18:19:47:57,,,
1018,32045,81,8,1,,01MAY18:19:48:34,01MAY18:19:48:34,,,
1019,31004,84,10,1,環境很舒適,01MAY18:21:01:27,01MAY18:21:01:27,,,
1020,33141,87,8,1,,02MAY18:09:46:48,02MAY18:09:46:48,,,
1024,33534,23,9,1,,02MAY18:19:22:35,02MAY18:19:22:35,14,0,2
1025,32653,4,10,1,空間乾淨舒適,02MAY18:19:48:13,02MAY18:19:48:13,1,1,7
1026,33564,64,9,1,使用的場地中的投影機RGB連接頭是有損壞的，以致於我們無法使用投影機，讓會議簡報無法使用。建議需固定檢視提供設備。,03MAY18:00:05:34,03MAY18:00:05:34,1,0,4
1027,33706,64,7,1,投影機RGB連接線的連接頭是壞的，以致我們無法使用投影機，請儘速改善。建議需每日定期檢視設備狀況，以免增加顧客困擾！,03MAY18:00:07:50,03MAY18:00:07:50,1,0,4
1028,33006,84,8,1,,03MAY18:11:07:24,03MAY18:11:07:24,19,0,5
1029,32818,62,5,1,空調的風扇葉片壞，關閉，有風，出不來,03MAY18:16:38:54,03MAY18:16:38:54,11,1,10
1030,33703,22,9,1,,03MAY18:18:37:11,03MAY18:18:37:11,1,0,6
1031,32291,74,10,1,南京三民的洗手間很不優，不夠清潔哦！,03MAY18:20:01:30,03MAY18:20:01:30,11,1,10
1032,32291,74,10,1,南京三民的洗手間很不優，不夠清潔哦！,03MAY18:20:01:41,03MAY18:20:01:41,11,1,10
1033,32291,74,10,1,南京三民的洗手間很不優，不夠清潔哦！,03MAY18:20:01:42,03MAY18:20:01:42,11,1,10
1034,33897,110,10,1,,03MAY18:21:23:56,03MAY18:21:23:56,19,0,5
1035,33748,77,9,1,,03MAY18:21:24:37,03MAY18:21:24:37,19,0,5
1036,32552,75,4,1,因為是訪談需要攝影，角落的燈光有點奇怪。,03MAY18:21:25:56,03MAY18:21:25:56,19,0,5
1037,33537,62,2,1,投影幕的線接觸不良，有時會斷訊，造成會議不順暢效果不好,03MAY18:23:33:03,03MAY18:23:33:03,1,1,9
1038,33634,76,10,0,,05MAY18:00:45:21,05MAY18:00:45:21,7,1,4
1039,34299,90,10,1,1.麻煩提供3洞轉2洞的插頭，因為我都用兩台筆電工作，但是垂吊式的插座只有2洞的，我的3洞只能插在門口牆壁上的插座，預定8個小時，兩邊跑，有點兒累人..2.麻煩提供飲水機，冰溫熱的那種，我都自備容器，但是發現沒有飲水機，有點覺得可惜....3.除了以上需要改善以外，其他都很好，這是我坐那個位子的感受,05MAY18:18:46:08,05MAY18:18:46:08,19,0,1
1040,33852,116,10,1,,05MAY18:19:13:02,05MAY18:19:13:02,19,1,2
1041,31345,101,5,1,空間隔音可以加強,06MAY18:00:42:42,06MAY18:00:42:42,19,0,2
1042,32983,8,8,1,,06MAY18:14:03:36,06MAY18:14:03:36,1,1,8
1043,34013,73,7,1,,06MAY18:18:35:07,06MAY18:18:35:07,1,0,8
1044,34376,113,8,1,希望隔音可以更好,06MAY18:18:39:48,06MAY18:18:39:48,3,0,4
1045,33525,5,10,1,,06MAY18:20:40:28,06MAY18:20:40:28,6,1,4
1046,34224,85,6,1,刷卡一直閃退,06MAY18:21:02:00,06MAY18:21:02:00,1,0,12
1047,34486,84,7,1,說話時，會議室裏的回音有點大，希望能改善。,06MAY18:21:31:03,06MAY18:21:31:03,6,1,2
1048,32723,87,7,1,弄台飲水機吧@@,06MAY18:22:59:26,06MAY18:22:59:26,5,1,10
1049,31808,15,8,1,不知道為什麼走廊瀰漫一股很濃的燒鼠尾草的味道，一直到離開都有。不曉得是否和隔壁講座有關，好像有裝麥克風講話很大聲，關著門都會傳過來。　,06MAY18:23:16:26,06MAY18:23:16:26,4,1,15
1050,33118,23,3,0,當初找到小樹、並決定租用就是因為需要能夠安靜放鬆說話的空間，沒想到租用的兩個小時裡面，前1.5小時都被隔壁玩遊戲的學生們吵得沒辦法好好說話。..感受非常差，很失望，希望能落實空間管理，保證給予“舒適空間”的承諾。,06MAY18:23:53:08,06MAY18:23:53:08,6,0,2
1051,34147,125,8,1,,07MAY18:14:26:31,07MAY18:14:26:31,3,1,2
1052,33733,8,9,1,,07MAY18:15:26:54,07MAY18:15:26:54,7,0,10
1053,33659,110,10,0,,07MAY18:18:34:10,07MAY18:18:34:10,19,1,5
1054,33582,64,6,1,本次使用廁所非常的臭，印象非常差。,08MAY18:06:18:18,08MAY18:06:18:18,2,0,13
1055,34590,86,7,1,,08MAY18:07:03:56,08MAY18:07:03:56,2,0,8
1056,33016,24,8,1,關於開啟大門的這件事，有點複雜，不過也能理解是一件不容易的事情，如果能夠更簡便流程，應該會給10分。(因為有開啟大門的連結，以為按了大門就會開),08MAY18:09:16:19,08MAY18:09:16:19,7,0,9
1057,34184,87,9,1,當日位於信義安和c間，左手間，吵雜聲音太大，不符合小樹屋原訂忽吵鬧的原則，造成當日的困擾，是否有現場申訴的管道，讓租借場地的品質能更好???,08MAY18:09:48:08,08MAY18:09:48:08,7,0,11
1058,32139,65,8,1,希望公共空間能提供洗手乳及飲水機,08MAY18:12:03:27,08MAY18:12:03:27,14,0,6
1059,32339,10,10,1,教室很美，佈置典雅，也有獨立廁所，燈光環境也很舒服。,08MAY18:16:31:12,08MAY18:16:31:12,11,1,7
1060,34236,102,6,1,,08MAY18:18:39:12,08MAY18:18:39:12,18,0,1
1061,33726,15,9,0,,08MAY18:18:46:34,08MAY18:18:46:34,1,0,16
1062,34699,15,9,0,,08MAY18:18:46:54,08MAY18:18:46:54,1,0,16
1063,33929,119,6,1,"拿來自習或是一對一家教很適合,只是偶爾外面講話聲音過大有點會被干擾..除此之外房間整體都是很棒的~",08MAY18:19:15:04,08MAY18:19:15:04,7,1,2
1064,31738,80,10,1,很好，大家都很滿意！下次還會選這裏,09MAY18:14:08:59,09MAY18:14:08:59,7,1,7
1065,33959,24,10,1,,09MAY18:21:00:34,09MAY18:21:00:34,11,1,7
1066,34003,25,6,0,希望能有三孔插座的延長線或轉接頭，筆電突然沒電很麻煩,09MAY18:22:30:49,09MAY18:22:30:49,2,0,17
1067,34448,110,5,1,其實費用不低，應提供水及?生紙,09MAY18:23:19:00,09MAY18:23:19:00,7,1,5
1068,33691,65,9,0,空間比想像中小一點點 但整體感覺很不錯！,10MAY18:11:20:01,10MAY18:11:20:01,3,0,10
1069,33097,25,8,1,"4/30當天21:30pm離開場地後, 遺落了一個HDMI的轉接頭, 接在HDMI的線上,請問打掃阿姨有看到嗎? 或是可以詢問下一場使用者是否有拿走?",10MAY18:13:15:52,10MAY18:13:15:52,5,1,9
1070,32984,8,8,1,,10MAY18:17:00:57,10MAY18:17:00:57,1,1,8
1071,35073,19,10,1,,10MAY18:18:32:20,10MAY18:18:32:20,19,0,15
1072,34132,68,8,1,隔音較差，與隔壁或對門房間互相干擾!,11MAY18:08:43:51,11MAY18:08:43:51,2,0,12
1073,34869,102,8,1,,11MAY18:09:17:01,11MAY18:09:17:01,18,0,1
1074,31628,82,8,1,內部環境非常好，品味很棒，下次還會再來，以下是觀察到的幾個缺點，供您參考：....VGA接頭已經壞掉了，可能之前的使用者把它用到變形，而現場沒有工作人員可以求助，還好還有HDMI接頭可以用。....可能是燈的關係，講師站的位子很溫暖甚至有點熱，冷氣開到舒適的話學員每個都快凍死了。學員如果要舒適我就快熱死了。....電梯外指示很不清楚，很暗，形象很不好。....明明已經加時半小時了，但在原本結束的時段還是有打掃阿伯來敲門，會出現這樣的干擾很意外。....不給預看場地實在很不方便，很冒險，只是為了要看一下場地就要收費，覺得很不方便。可否開放一些時段讓人可以預看一下場地，才能更好挑選到適合的場地，不然都是用冒險的角度去看很危險。....訂房後，有延長加時的選項，可是沒有提早租借的選項，我原本想提早借半小時但是沒有選項可以用。....投影機的解析度太低了嚇一跳，我借場地這麼久只見過兩次這麼低解析度的投影機。....進入小樹屋之前的大廳感覺是另外一間辦公室，很舊很髒又暗，形象很差。....照片比實際大小要大，所以一到現場有點空間困窘。....上面評分單裡面的活動選項為什麼只有財經課程與手作課程啊？那一般課程要填什麼？....除了這些，其他都很好，謝謝。,11MAY18:17:02:56,11MAY18:17:02:56,7,1,11
1075,34992,119,7,1,,11MAY18:19:00:49,11MAY18:19:00:49,7,1,2
1076,32791,85,5,1,能否提前10分鐘給密碼進入,11MAY18:22:45:59,11MAY18:22:45:59,11,0,20
1077,35204,122,10,1,很棒! 很舒服的空間,12MAY18:00:47:07,12MAY18:00:47:07,11,0,2
1078,35207,66,8,1,會計師作帳，需要紙本發票，建議可以開立紙本發票。,12MAY18:12:38:53,12MAY18:12:38:53,5,0,13
1079,35239,4,7,1,"燈光能切換白光更佳.此次是場勘,因為是想做手工皂課,燈光昏暗失去正確色澤的判斷.一切都還不錯,謝謝貴單位有這麼棒的場地,感恩呢~",12MAY18:19:06:28,12MAY18:19:06:28,19,0,4
1080,33095,102,6,1,並非來自走廊的吵雜聲，而是其他空間的大聲笑鬧會干擾我們的活動進行。,13MAY18:21:56:10,13MAY18:21:56:10,6,1,2
1081,35249,110,6,0,隔壁有點吵鬧,13MAY18:23:13:43,13MAY18:23:13:43,1,0,6
1082,32040,25,8,0,對講機壞了，按一樓電鈴，房裏聽不到唷,14MAY18:01:41:32,14MAY18:01:41:32,2,0,19
1083,34389,71,10,1,,14MAY18:06:25:20,14MAY18:06:25:20,14,0,7
1084,35256,73,10,1,,14MAY18:07:57:03,14MAY18:07:57:03,7,1,10
1085,33736,62,10,1,,14MAY18:10:57:38,14MAY18:10:57:38,11,1,8
1086,33736,62,10,1,,14MAY18:10:57:40,14MAY18:10:57:40,11,1,8
1087,35451,20,5,1,"1.廁所水龍頭斷了..2.廁所沒有衛生紙或是沖水器,很令人困擾..3.空間溫馨,隔音相當良好",14MAY18:21:59:36,14MAY18:21:59:36,7,0,4
1088,34384,25,7,0,交通很方便，室內環境也很有sense，最後活動也有順利完成，....但是，因為我們遇到很惱怒的居民，一開始覺得十分錯愕，而且在參賽者前面鬧場，讓我們很尷尬，也讓活動delay....不過他有擋在門口不讓我們進去，也有把備用鑰匙拿走，對我們態度也很差，讓我們一開始真的不知道發生什麼狀況，最後他還報警，我們也留了資料，但好險沒有鬧大，警察也沒有拿我們怎樣，但是我們確實沒料想到有這種狀況，讓我們不是很愉快，也影響到分享會的氣氛....我想這應該不是這棟房第一次遇到居民反抗，因為那位居民竟然有7把鑰匙，雖然無法跟那位居民溝通，但是他似乎很不喜歡大門鑰始被放在如此公開的地方，這方面如果不處理的話，確實會讓人猶豫是否下次要再次使用小樹屋....雖然開啟大門的連動按鈕滿酷的，但是設計上還是有點不直覺，或許按門鈴是最直覺的，但大家應該不知道門鈴其實不會響，而且我們又剛好遇到開啟大門連動按鈕壞掉的狀況，以及剛好遇到暴怒居民....希望可以收到官方對此件事的說明與回覆，以及是否有補償措施，也希望未來用戶不要再遇到此事件，謝謝,14MAY18:23:56:42,14MAY18:23:56:42,12,1,25
1089,35012,11,8,1,地點好! 捷運站出來馬上就到! 網路穩，空間與桌子也很舒適，白板也很貼心地準備好白板筆，感覺不錯。..倒是裡面的裝飾吊燈偏低，容易撞到頭，有點小尷尬。 還有今日密碼鎖故障，進不去也是小尷尬，但是Line的客服人員反應很快，也及時回應相關問題，服務不錯，會在推薦使用的。,15MAY18:00:04:12,15MAY18:00:04:12,11,0,2
1090,34131,113,9,1,,15MAY18:09:00:03,15MAY18:09:00:03,7,0,7
1091,34613,80,5,1,若是能加裝個2～3張折疊椅會更好，謝謝。,15MAY18:09:09:12,15MAY18:09:09:12,7,0,5
1092,33919,16,8,1,,15MAY18:12:50:23,15MAY18:12:50:23,2,0,16
1093,34415,23,3,1,隔壁間的使用者關門聲及談論聲過大，會被干擾到,15MAY18:18:33:03,15MAY18:18:33:03,19,0,2
1094,32541,17,6,0,?所通風真的愈來愈差～,15MAY18:20:32:09,15MAY18:20:32:09,4,0,10
1095,35524,23,5,0,"隔音不太好!外面的聲音非常大聲,在包廂講話聲外面聽得很清楚",16MAY18:14:22:31,16MAY18:14:22:31,7,0,1
1096,34047,3,7,1,這幾次使用時，冷氣都無法遙控喔。,16MAY18:17:36:27,16MAY18:17:36:27,19,1,2
1097,33840,9,9,0,椅子，坐的部分太深，不容易坐正，建議用淺一點的坐椅，謝謝!,16MAY18:19:48:02,16MAY18:19:48:02,1,0,5
1098,35324,75,2,1,希望能便宜些~,16MAY18:19:58:19,16MAY18:19:58:19,14,0,6
1099,34811,88,8,1,吊燈有些太低，很容易撞到頭,16MAY18:23:26:07,16MAY18:23:26:07,19,0,3
1100,32382,84,3,1,地板至少連續兩週都是黏的，像是有飲料打翻沒徹底拖過的黏感。踏在地板上鞋底都是黏的聲音，很不舒服。,17MAY18:13:02:13,17MAY18:13:02:13,7,0,3
1101,32384,84,4,1,室內光線並不像照片上那樣明亮充足。,17MAY18:13:05:21,17MAY18:13:05:21,7,0,3
1102,34779,102,1,1,,17MAY18:16:27:49,17MAY18:16:27:49,14,1,2
1103,36157,117,8,1,這間房間有點熱，冷氣開了一小時候還是蠻悶的…,18MAY18:18:57:16,18MAY18:18:57:16,18,0,1
1104,33453,85,5,1,常客能否提早十分鐘給密碼,18MAY18:19:32:40,18MAY18:19:32:40,11,0,21
1105,36038,23,9,0,房間進去的時候有一股味道，之後開冷氣就好多了..很乾淨的空間，但是隔音稍嫌不足，走廊有人走路按密碼鎖開關門，裡面都聽的一清二楚。..整體來講收價合理，房間乾淨，是個不錯的空間,18MAY18:22:27:57,18MAY18:22:27:57,18,0,1
1106,25860,6,7,0,北車B是長方形的場地..雖然有兩台冷氣了..但是坐在距離投影機最遠的位置的朋友..還是會覺得沒有空調的感覺,19MAY18:20:43:08,19MAY18:20:43:08,19,1,15
1107,34455,101,4,1,周六早上清潔人員太吵，交談受到打擾。請溫和傳達訊息給清掃人員。,19MAY18:22:12:11,19MAY18:22:12:11,19,0,2
1108,36303,113,10,1,非常喜歡這間的空間,20MAY18:07:59:26,20MAY18:07:59:26,9,1,5
